통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202112,인천광역시,서구,언어,심하지 않은 장애,138
202112,인천광역시,서구,뇌병변,심하지 않은 장애,892
202112,인천광역시,서구,정신,심하지 않은 장애,2
202112,인천광역시,서구,신장,심하지 않은 장애,224
202112,인천광역시,서구,심장,심하지 않은 장애,7
202112,인천광역시,서구,호흡기,심하지 않은 장애,5
202112,인천광역시,서구,간,심하지 않은 장애,116
202112,인천광역시,서구,안면,심하지 않은 장애,14
202112,인천광역시,서구,장루.요루,심하지 않은 장애,115
202112,인천광역시,서구,뇌전증,심하지 않은 장애,41
202112,인천광역시,강화군,지체,심한 장애,494
202112,인천광역시,강화군,시각,심한 장애,107
202112,인천광역시,강화군,청각,심한 장애,275
202112,인천광역시,강화군,언어,심한 장애,29
202112,인천광역시,강화군,지적,심한 장애,546
202112,인천광역시,강화군,뇌병변,심한 장애,287
202112,인천광역시,강화군,자폐성,심한 장애,59
202112,인천광역시,강화군,정신,심한 장애,265
202112,인천광역시,강화군,신장,심한 장애,146
202112,인천광역시,강화군,심장,심한 장애,8
202112,인천광역시,강화군,호흡기,심한 장애,24
202112,인천광역시,강화군,간,심한 장애,1
202112,인천광역시,강화군,안면,심한 장애,3
202112,인천광역시,강화군,장루.요루,심한 장애,2
202112,인천광역시,강화군,뇌전증,심한 장애,2
202112,인천광역시,강화군,지체,심하지 않은 장애,2027
202112,인천광역시,강화군,시각,심하지 않은 장애,413
202112,인천광역시,강화군,청각,심하지 않은 장애,865
202112,인천광역시,강화군,언어,심하지 않은 장애,19
202112,인천광역시,강화군,뇌병변,심하지 않은 장애,194
202112,인천광역시,강화군,신장,심하지 않은 장애,44
202112,인천광역시,강화군,심장,심하지 않은 장애,3
202112,인천광역시,강화군,호흡기,심하지 않은 장애,1
202112,인천광역시,강화군,간,심하지 않은 장애,29
202112,인천광역시,강화군,안면,심하지 않은 장애,2
202112,인천광역시,강화군,장루.요루,심하지 않은 장애,34
202112,인천광역시,강화군,뇌전증,심하지 않은 장애,11
202112,인천광역시,옹진군,지체,심한 장애,133
202112,인천광역시,옹진군,시각,심한 장애,19
202112,인천광역시,옹진군,청각,심한 장애,65
202112,인천광역시,옹진군,언어,심한 장애,10
202112,인천광역시,옹진군,지적,심한 장애,176
202112,인천광역시,옹진군,뇌병변,심한 장애,66
202112,인천광역시,옹진군,자폐성,심한 장애,14
202112,인천광역시,옹진군,정신,심한 장애,30
202112,인천광역시,옹진군,신장,심한 장애,18
202112,인천광역시,옹진군,심장,심한 장애,2
202112,인천광역시,옹진군,호흡기,심한 장애,3
202112,인천광역시,옹진군,간,심한 장애,1
202112,인천광역시,옹진군,장루.요루,심한 장애,1
202112,인천광역시,옹진군,지체,심하지 않은 장애,617
202112,인천광역시,옹진군,시각,심하지 않은 장애,119
202112,인천광역시,옹진군,청각,심하지 않은 장애,205
202112,인천광역시,옹진군,언어,심하지 않은 장애,5
202112,인천광역시,옹진군,뇌병변,심하지 않은 장애,50
202112,인천광역시,옹진군,신장,심하지 않은 장애,12
202112,인천광역시,옹진군,심장,심하지 않은 장애,1
202112,인천광역시,옹진군,호흡기,심하지 않은 장애,1
202112,인천광역시,옹진군,간,심하지 않은 장애,7
202112,인천광역시,옹진군,안면,심하지 않은 장애,1
202112,인천광역시,옹진군,장루.요루,심하지 않은 장애,9
202112,인천광역시,옹진군,뇌전증,심하지 않은 장애,1
202112,광주광역시,동구,지체,심한 장애,416
202112,광주광역시,동구,시각,심한 장애,126
202112,광주광역시,동구,청각,심한 장애,170
202112,광주광역시,동구,언어,심한 장애,36
202112,광주광역시,동구,지적,심한 장애,487
202112,광주광역시,동구,뇌병변,심한 장애,373
202112,광주광역시,동구,자폐성,심한 장애,55
202112,광주광역시,동구,정신,심한 장애,321
202112,광주광역시,동구,신장,심한 장애,165
202112,광주광역시,동구,심장,심한 장애,14
202112,광주광역시,동구,호흡기,심한 장애,19
202112,광주광역시,동구,간,심한 장애,1
202112,광주광역시,동구,안면,심한 장애,2
202112,광주광역시,동구,장루.요루,심한 장애,4
202112,광주광역시,동구,뇌전증,심한 장애,3
202112,광주광역시,동구,지체,심하지 않은 장애,1824
202112,광주광역시,동구,시각,심하지 않은 장애,496
202112,광주광역시,동구,청각,심하지 않은 장애,736
202112,광주광역시,동구,언어,심하지 않은 장애,18
202112,광주광역시,동구,뇌병변,심하지 않은 장애,259
202112,광주광역시,동구,정신,심하지 않은 장애,1
202112,광주광역시,동구,신장,심하지 않은 장애,57
202112,광주광역시,동구,간,심하지 않은 장애,31
202112,광주광역시,동구,안면,심하지 않은 장애,3
202112,광주광역시,동구,장루.요루,심하지 않은 장애,35
202112,광주광역시,동구,뇌전증,심하지 않은 장애,14
202112,광주광역시,서구,지체,심한 장애,1092
202112,광주광역시,서구,시각,심한 장애,310
202112,광주광역시,서구,청각,심한 장애,591
202112,광주광역시,서구,언어,심한 장애,51
202112,광주광역시,서구,지적,심한 장애,1321
202112,광주광역시,서구,뇌병변,심한 장애,804
202112,광주광역시,서구,자폐성,심한 장애,201
202112,광주광역시,서구,정신,심한 장애,585
202112,광주광역시,서구,신장,심한 장애,382
202112,광주광역시,서구,심장,심한 장애,18
202112,광주광역시,서구,호흡기,심한 장애,52
202112,광주광역시,서구,간,심한 장애,1
202112,광주광역시,서구,안면,심한 장애,5
202112,광주광역시,서구,장루.요루,심한 장애,3
202112,광주광역시,서구,뇌전증,심한 장애,13
202112,광주광역시,서구,지체,심하지 않은 장애,4634
202112,광주광역시,서구,시각,심하지 않은 장애,1182
202112,광주광역시,서구,청각,심하지 않은 장애,1476
202112,광주광역시,서구,언어,심하지 않은 장애,48
202112,광주광역시,서구,뇌병변,심하지 않은 장애,567
202112,광주광역시,서구,정신,심하지 않은 장애,2
202112,광주광역시,서구,신장,심하지 않은 장애,143
202112,광주광역시,서구,심장,심하지 않은 장애,8
202112,광주광역시,서구,호흡기,심하지 않은 장애,3
202112,광주광역시,서구,간,심하지 않은 장애,77
202112,광주광역시,서구,안면,심하지 않은 장애,3
202112,광주광역시,서구,장루.요루,심하지 않은 장애,63
202112,광주광역시,서구,뇌전증,심하지 않은 장애,53
202112,광주광역시,남구,지체,심한 장애,829
202112,광주광역시,남구,시각,심한 장애,240
202112,광주광역시,남구,청각,심한 장애,418
202112,광주광역시,남구,언어,심한 장애,48
202112,광주광역시,남구,지적,심한 장애,1124
202112,광주광역시,남구,뇌병변,심한 장애,614
202112,광주광역시,남구,자폐성,심한 장애,167
202112,광주광역시,남구,정신,심한 장애,642
202112,광주광역시,남구,신장,심한 장애,321
202112,광주광역시,남구,심장,심한 장애,18
202112,광주광역시,남구,호흡기,심한 장애,50
202112,광주광역시,남구,간,심한 장애,2
202112,광주광역시,남구,안면,심한 장애,5
202112,광주광역시,남구,장루.요루,심한 장애,6
202112,광주광역시,남구,뇌전증,심한 장애,6
202112,광주광역시,남구,지체,심하지 않은 장애,3622
202112,광주광역시,남구,시각,심하지 않은 장애,1000
202112,광주광역시,남구,청각,심하지 않은 장애,1312
202112,광주광역시,남구,언어,심하지 않은 장애,52
202112,광주광역시,남구,뇌병변,심하지 않은 장애,468
202112,광주광역시,남구,정신,심하지 않은 장애,4
202112,광주광역시,남구,신장,심하지 않은 장애,112
202112,광주광역시,남구,심장,심하지 않은 장애,6
202112,광주광역시,남구,호흡기,심하지 않은 장애,1
202112,광주광역시,남구,간,심하지 않은 장애,68
202112,광주광역시,남구,안면,심하지 않은 장애,1
202112,광주광역시,남구,장루.요루,심하지 않은 장애,87
202112,광주광역시,남구,뇌전증,심하지 않은 장애,19
202112,광주광역시,북구,지체,심한 장애,1776
202112,광주광역시,북구,시각,심한 장애,421
202112,광주광역시,북구,청각,심한 장애,738
202112,광주광역시,북구,언어,심한 장애,92
202112,광주광역시,북구,지적,심한 장애,2177
202112,광주광역시,북구,뇌병변,심한 장애,1288
202112,광주광역시,북구,자폐성,심한 장애,277
202112,광주광역시,북구,정신,심한 장애,998
202112,광주광역시,북구,신장,심한 장애,635
202112,광주광역시,북구,심장,심한 장애,37
202112,광주광역시,북구,호흡기,심한 장애,99
202112,광주광역시,북구,간,심한 장애,9
202112,광주광역시,북구,안면,심한 장애,12
202112,광주광역시,북구,장루.요루,심한 장애,11
202112,광주광역시,북구,뇌전증,심한 장애,21
202112,광주광역시,북구,지체,심하지 않은 장애,7399
202112,광주광역시,북구,시각,심하지 않은 장애,1829
202112,광주광역시,북구,청각,심하지 않은 장애,2404
202112,광주광역시,북구,언어,심하지 않은 장애,82
202112,광주광역시,북구,뇌병변,심하지 않은 장애,865
202112,광주광역시,북구,정신,심하지 않은 장애,5
202112,광주광역시,북구,신장,심하지 않은 장애,171
202112,광주광역시,북구,심장,심하지 않은 장애,5
202112,광주광역시,북구,호흡기,심하지 않은 장애,1
202112,광주광역시,북구,간,심하지 않은 장애,101
202112,광주광역시,북구,안면,심하지 않은 장애,11
202112,광주광역시,북구,장루.요루,심하지 않은 장애,90
202112,광주광역시,북구,뇌전증,심하지 않은 장애,75
202112,광주광역시,광산구,지체,심한 장애,1522
202112,광주광역시,광산구,시각,심한 장애,262
202112,광주광역시,광산구,청각,심한 장애,641
202112,광주광역시,광산구,언어,심한 장애,74
202112,광주광역시,광산구,지적,심한 장애,2193
202112,광주광역시,광산구,뇌병변,심한 장애,959
202112,광주광역시,광산구,자폐성,심한 장애,280
202112,광주광역시,광산구,정신,심한 장애,612
202112,광주광역시,광산구,신장,심한 장애,421
202112,광주광역시,광산구,심장,심한 장애,24
202112,광주광역시,광산구,호흡기,심한 장애,65
202112,광주광역시,광산구,간,심한 장애,2
202112,광주광역시,광산구,안면,심한 장애,12
202112,광주광역시,광산구,장루.요루,심한 장애,10
202112,광주광역시,광산구,뇌전증,심한 장애,15
202112,광주광역시,광산구,지체,심하지 않은 장애,6346
202112,광주광역시,광산구,시각,심하지 않은 장애,1338
202112,광주광역시,광산구,청각,심하지 않은 장애,1734
202112,광주광역시,광산구,언어,심하지 않은 장애,70
202112,광주광역시,광산구,뇌병변,심하지 않은 장애,602
202112,광주광역시,광산구,신장,심하지 않은 장애,164
202112,광주광역시,광산구,심장,심하지 않은 장애,10
202112,광주광역시,광산구,호흡기,심하지 않은 장애,3
202112,광주광역시,광산구,간,심하지 않은 장애,94
202112,광주광역시,광산구,안면,심하지 않은 장애,9
202112,광주광역시,광산구,장루.요루,심하지 않은 장애,77
202112,광주광역시,광산구,뇌전증,심하지 않은 장애,55
202112,대전광역시,동구,지체,심한 장애,1283
202112,대전광역시,동구,시각,심한 장애,309
202112,대전광역시,동구,청각,심한 장애,464
202112,대전광역시,동구,언어,심한 장애,64
202112,대전광역시,동구,지적,심한 장애,1407
202112,대전광역시,동구,뇌병변,심한 장애,862
202112,대전광역시,동구,자폐성,심한 장애,166
202112,대전광역시,동구,정신,심한 장애,692
202112,대전광역시,동구,신장,심한 장애,430
202112,대전광역시,동구,심장,심한 장애,18
202112,대전광역시,동구,호흡기,심한 장애,63
202112,대전광역시,동구,간,심한 장애,3
202112,대전광역시,동구,안면,심한 장애,13
202112,대전광역시,동구,장루.요루,심한 장애,9
202112,대전광역시,동구,뇌전증,심한 장애,13
202112,대전광역시,동구,지체,심하지 않은 장애,5224
202112,대전광역시,동구,시각,심하지 않은 장애,1055
202112,대전광역시,동구,청각,심하지 않은 장애,1632
202112,대전광역시,동구,언어,심하지 않은 장애,51
202112,대전광역시,동구,뇌병변,심하지 않은 장애,553
202112,대전광역시,동구,정신,심하지 않은 장애,2
202112,대전광역시,동구,신장,심하지 않은 장애,118
202112,대전광역시,동구,심장,심하지 않은 장애,4
202112,대전광역시,동구,호흡기,심하지 않은 장애,3
202112,대전광역시,동구,간,심하지 않은 장애,53
202112,대전광역시,동구,안면,심하지 않은 장애,2
202112,대전광역시,동구,장루.요루,심하지 않은 장애,75
202112,대전광역시,동구,뇌전증,심하지 않은 장애,45
202112,대전광역시,중구,지체,심한 장애,1110
202112,대전광역시,중구,시각,심한 장애,257
202112,대전광역시,중구,청각,심한 장애,424
202112,대전광역시,중구,언어,심한 장애,78
202112,대전광역시,중구,지적,심한 장애,1198
202112,대전광역시,중구,뇌병변,심한 장애,797
202112,대전광역시,중구,자폐성,심한 장애,165
202112,대전광역시,중구,정신,심한 장애,596
202112,대전광역시,중구,신장,심한 장애,503
202112,대전광역시,중구,심장,심한 장애,10
202112,대전광역시,중구,호흡기,심한 장애,45
202112,대전광역시,중구,간,심한 장애,4
202112,대전광역시,중구,안면,심한 장애,9
202112,대전광역시,중구,장루.요루,심한 장애,2
202112,대전광역시,중구,뇌전증,심한 장애,14
202112,대전광역시,중구,지체,심하지 않은 장애,5092
202112,대전광역시,중구,시각,심하지 않은 장애,1106
202112,대전광역시,중구,청각,심하지 않은 장애,1634
202112,대전광역시,중구,언어,심하지 않은 장애,50
202112,대전광역시,중구,뇌병변,심하지 않은 장애,584
202112,대전광역시,중구,신장,심하지 않은 장애,127
202112,대전광역시,중구,심장,심하지 않은 장애,4
202112,대전광역시,중구,호흡기,심하지 않은 장애,3
202112,대전광역시,중구,간,심하지 않은 장애,50
202112,대전광역시,중구,안면,심하지 않은 장애,4
202112,대전광역시,중구,장루.요루,심하지 않은 장애,80
202112,대전광역시,중구,뇌전증,심하지 않은 장애,26
202112,대전광역시,서구,지체,심한 장애,1764
202112,대전광역시,서구,시각,심한 장애,417
202112,대전광역시,서구,청각,심한 장애,572
202112,대전광역시,서구,언어,심한 장애,94
202112,대전광역시,서구,지적,심한 장애,1902
202112,대전광역시,서구,뇌병변,심한 장애,1273
202112,대전광역시,서구,자폐성,심한 장애,350
202112,대전광역시,서구,정신,심한 장애,940
202112,대전광역시,서구,신장,심한 장애,647
202112,대전광역시,서구,심장,심한 장애,27
202112,대전광역시,서구,호흡기,심한 장애,80
202112,대전광역시,서구,간,심한 장애,11
202112,대전광역시,서구,안면,심한 장애,14
202112,대전광역시,서구,장루.요루,심한 장애,16
202112,대전광역시,서구,뇌전증,심한 장애,22
202112,대전광역시,서구,지체,심하지 않은 장애,7308
202112,대전광역시,서구,시각,심하지 않은 장애,1673
202112,대전광역시,서구,청각,심하지 않은 장애,2296
202112,대전광역시,서구,언어,심하지 않은 장애,73
202112,대전광역시,서구,뇌병변,심하지 않은 장애,859
202112,대전광역시,서구,정신,심하지 않은 장애,3
202112,대전광역시,서구,신장,심하지 않은 장애,219
202112,대전광역시,서구,심장,심하지 않은 장애,8
202112,대전광역시,서구,간,심하지 않은 장애,103
202112,대전광역시,서구,안면,심하지 않은 장애,10
202112,대전광역시,서구,장루.요루,심하지 않은 장애,95
202112,대전광역시,서구,뇌전증,심하지 않은 장애,56
202112,대전광역시,유성구,지체,심한 장애,1096
202112,대전광역시,유성구,시각,심한 장애,162
202112,대전광역시,유성구,청각,심한 장애,358
202112,대전광역시,유성구,언어,심한 장애,61
202112,대전광역시,유성구,지적,심한 장애,1046
202112,대전광역시,유성구,뇌병변,심한 장애,769
202112,대전광역시,유성구,자폐성,심한 장애,344
202112,대전광역시,유성구,정신,심한 장애,524
202112,대전광역시,유성구,신장,심한 장애,330
202112,대전광역시,유성구,심장,심한 장애,17
202112,대전광역시,유성구,호흡기,심한 장애,35
202112,대전광역시,유성구,간,심한 장애,3
202112,대전광역시,유성구,안면,심한 장애,3
202112,대전광역시,유성구,장루.요루,심한 장애,11
202112,대전광역시,유성구,뇌전증,심한 장애,6
202112,대전광역시,유성구,지체,심하지 않은 장애,4315
202112,대전광역시,유성구,시각,심하지 않은 장애,989
202112,대전광역시,유성구,청각,심하지 않은 장애,1222
202112,대전광역시,유성구,언어,심하지 않은 장애,48
202112,대전광역시,유성구,뇌병변,심하지 않은 장애,486
202112,대전광역시,유성구,정신,심하지 않은 장애,3
202112,대전광역시,유성구,신장,심하지 않은 장애,165
202112,대전광역시,유성구,심장,심하지 않은 장애,8
202112,대전광역시,유성구,호흡기,심하지 않은 장애,6
202112,대전광역시,유성구,간,심하지 않은 장애,78
202112,대전광역시,유성구,안면,심하지 않은 장애,7
202112,대전광역시,유성구,장루.요루,심하지 않은 장애,54
202112,대전광역시,유성구,뇌전증,심하지 않은 장애,25
202112,대전광역시,대덕구,지체,심한 장애,960
202112,대전광역시,대덕구,시각,심한 장애,193
202112,대전광역시,대덕구,청각,심한 장애,313
202112,대전광역시,대덕구,언어,심한 장애,49
202112,대전광역시,대덕구,지적,심한 장애,1292
202112,대전광역시,대덕구,뇌병변,심한 장애,622
202112,대전광역시,대덕구,자폐성,심한 장애,105
202112,대전광역시,대덕구,정신,심한 장애,461
202112,대전광역시,대덕구,신장,심한 장애,308
202112,대전광역시,대덕구,심장,심한 장애,13
202112,대전광역시,대덕구,호흡기,심한 장애,47
202112,대전광역시,대덕구,간,심한 장애,5
202112,대전광역시,대덕구,안면,심한 장애,9
202112,대전광역시,대덕구,장루.요루,심한 장애,9
202112,대전광역시,대덕구,뇌전증,심한 장애,15
202112,대전광역시,대덕구,지체,심하지 않은 장애,3840
202112,대전광역시,대덕구,시각,심하지 않은 장애,781
202112,대전광역시,대덕구,청각,심하지 않은 장애,1227
202112,대전광역시,대덕구,언어,심하지 않은 장애,35
202112,대전광역시,대덕구,뇌병변,심하지 않은 장애,388
202112,대전광역시,대덕구,신장,심하지 않은 장애,84
202112,대전광역시,대덕구,심장,심하지 않은 장애,2
202112,대전광역시,대덕구,호흡기,심하지 않은 장애,2
202112,대전광역시,대덕구,간,심하지 않은 장애,48
202112,대전광역시,대덕구,안면,심하지 않은 장애,4
202112,대전광역시,대덕구,장루.요루,심하지 않은 장애,56
202112,대전광역시,대덕구,뇌전증,심하지 않은 장애,33
202112,울산광역시,중구,지체,심한 장애,838
202112,울산광역시,중구,시각,심한 장애,171
202112,울산광역시,중구,청각,심한 장애,399
202112,울산광역시,중구,언어,심한 장애,44
202112,울산광역시,중구,지적,심한 장애,768
202112,울산광역시,중구,뇌병변,심한 장애,618
202112,울산광역시,중구,자폐성,심한 장애,146
202112,울산광역시,중구,정신,심한 장애,296
202112,울산광역시,중구,신장,심한 장애,326
202112,울산광역시,중구,심장,심한 장애,25
202112,울산광역시,중구,호흡기,심한 장애,50
202112,울산광역시,중구,간,심한 장애,2
202112,울산광역시,중구,안면,심한 장애,5
202112,울산광역시,중구,장루.요루,심한 장애,5
202112,울산광역시,중구,뇌전증,심한 장애,4
202112,울산광역시,중구,지체,심하지 않은 장애,4056
202112,울산광역시,중구,시각,심하지 않은 장애,923
202112,울산광역시,중구,청각,심하지 않은 장애,1303
202112,울산광역시,중구,언어,심하지 않은 장애,48
202112,울산광역시,중구,뇌병변,심하지 않은 장애,423
202112,울산광역시,중구,신장,심하지 않은 장애,120
202112,울산광역시,중구,심장,심하지 않은 장애,3
202112,울산광역시,중구,호흡기,심하지 않은 장애,1
202112,울산광역시,중구,간,심하지 않은 장애,69
202112,울산광역시,중구,안면,심하지 않은 장애,13
202112,울산광역시,중구,장루.요루,심하지 않은 장애,52
202112,울산광역시,중구,뇌전증,심하지 않은 장애,23
202112,울산광역시,남구,지체,심한 장애,1076
202112,울산광역시,남구,시각,심한 장애,271
202112,울산광역시,남구,청각,심한 장애,465
202112,울산광역시,남구,언어,심한 장애,52
202112,울산광역시,남구,지적,심한 장애,926
202112,울산광역시,남구,뇌병변,심한 장애,704
202112,울산광역시,남구,자폐성,심한 장애,218
202112,울산광역시,남구,정신,심한 장애,376
202112,울산광역시,남구,신장,심한 장애,429
202112,울산광역시,남구,심장,심한 장애,36
202112,울산광역시,남구,호흡기,심한 장애,58
202112,울산광역시,남구,안면,심한 장애,5
202112,울산광역시,남구,장루.요루,심한 장애,9
202112,울산광역시,남구,뇌전증,심한 장애,7
202112,울산광역시,남구,지체,심하지 않은 장애,4798
202112,울산광역시,남구,시각,심하지 않은 장애,1060
202112,울산광역시,남구,청각,심하지 않은 장애,1433
202112,울산광역시,남구,언어,심하지 않은 장애,59
202112,울산광역시,남구,뇌병변,심하지 않은 장애,477
202112,울산광역시,남구,정신,심하지 않은 장애,1
202112,울산광역시,남구,신장,심하지 않은 장애,192
202112,울산광역시,남구,심장,심하지 않은 장애,7
202112,울산광역시,남구,호흡기,심하지 않은 장애,2
202112,울산광역시,남구,간,심하지 않은 장애,101
202112,울산광역시,남구,안면,심하지 않은 장애,7
202112,울산광역시,남구,장루.요루,심하지 않은 장애,53
202112,울산광역시,남구,뇌전증,심하지 않은 장애,20
202112,울산광역시,동구,지체,심한 장애,539
202112,울산광역시,동구,시각,심한 장애,119
202112,울산광역시,동구,청각,심한 장애,343
202112,울산광역시,동구,언어,심한 장애,29
202112,울산광역시,동구,지적,심한 장애,648
202112,울산광역시,동구,뇌병변,심한 장애,416
202112,울산광역시,동구,자폐성,심한 장애,89
202112,울산광역시,동구,정신,심한 장애,176
202112,울산광역시,동구,신장,심한 장애,227
202112,울산광역시,동구,심장,심한 장애,12
202112,울산광역시,동구,호흡기,심한 장애,57
202112,울산광역시,동구,간,심한 장애,3
202112,울산광역시,동구,안면,심한 장애,6
202112,울산광역시,동구,장루.요루,심한 장애,2
202112,울산광역시,동구,뇌전증,심한 장애,3
202112,울산광역시,동구,지체,심하지 않은 장애,2559
202112,울산광역시,동구,시각,심하지 않은 장애,521
202112,울산광역시,동구,청각,심하지 않은 장애,1032
202112,울산광역시,동구,언어,심하지 않은 장애,32
202112,울산광역시,동구,뇌병변,심하지 않은 장애,252
202112,울산광역시,동구,신장,심하지 않은 장애,124
202112,울산광역시,동구,심장,심하지 않은 장애,3
202112,울산광역시,동구,호흡기,심하지 않은 장애,1
202112,울산광역시,동구,간,심하지 않은 장애,48
202112,울산광역시,동구,안면,심하지 않은 장애,7
202112,울산광역시,동구,장루.요루,심하지 않은 장애,25
202112,울산광역시,동구,뇌전증,심하지 않은 장애,11
202112,울산광역시,북구,지체,심한 장애,745
202112,울산광역시,북구,시각,심한 장애,130
202112,울산광역시,북구,청각,심한 장애,374
202112,울산광역시,북구,언어,심한 장애,54
202112,울산광역시,북구,지적,심한 장애,919
202112,울산광역시,북구,뇌병변,심한 장애,496
202112,울산광역시,북구,자폐성,심한 장애,160
202112,울산광역시,북구,정신,심한 장애,193
202112,울산광역시,북구,신장,심한 장애,216
202112,울산광역시,북구,심장,심한 장애,38
202112,울산광역시,북구,호흡기,심한 장애,33
202112,울산광역시,북구,간,심한 장애,2
202112,울산광역시,북구,안면,심한 장애,9
202112,울산광역시,북구,장루.요루,심한 장애,2
202112,울산광역시,북구,뇌전증,심한 장애,5
202112,울산광역시,북구,지체,심하지 않은 장애,3336
202112,울산광역시,북구,시각,심하지 않은 장애,584
202112,울산광역시,북구,청각,심하지 않은 장애,785
202112,울산광역시,북구,언어,심하지 않은 장애,47
202112,울산광역시,북구,뇌병변,심하지 않은 장애,314
202112,울산광역시,북구,정신,심하지 않은 장애,2
202112,울산광역시,북구,신장,심하지 않은 장애,120
202112,울산광역시,북구,심장,심하지 않은 장애,3
202112,울산광역시,북구,호흡기,심하지 않은 장애,1
202112,울산광역시,북구,간,심하지 않은 장애,56
202112,울산광역시,북구,안면,심하지 않은 장애,5
202112,울산광역시,북구,장루.요루,심하지 않은 장애,19
202112,울산광역시,북구,뇌전증,심하지 않은 장애,11
202112,울산광역시,울주군,지체,심한 장애,1004
202112,울산광역시,울주군,시각,심한 장애,209
202112,울산광역시,울주군,청각,심한 장애,452
202112,울산광역시,울주군,언어,심한 장애,53
202112,울산광역시,울주군,지적,심한 장애,1281
202112,울산광역시,울주군,뇌병변,심한 장애,698
202112,울산광역시,울주군,자폐성,심한 장애,116
202112,울산광역시,울주군,정신,심한 장애,428
202112,울산광역시,울주군,신장,심한 장애,270
202112,울산광역시,울주군,심장,심한 장애,41
202112,울산광역시,울주군,호흡기,심한 장애,47
202112,울산광역시,울주군,간,심한 장애,1
202112,울산광역시,울주군,안면,심한 장애,11
202112,울산광역시,울주군,장루.요루,심한 장애,9
202112,울산광역시,울주군,뇌전증,심한 장애,11
202112,울산광역시,울주군,지체,심하지 않은 장애,4256
202112,울산광역시,울주군,시각,심하지 않은 장애,846
202112,울산광역시,울주군,청각,심하지 않은 장애,1328
202112,울산광역시,울주군,언어,심하지 않은 장애,35
202112,울산광역시,울주군,뇌병변,심하지 않은 장애,431
202112,울산광역시,울주군,신장,심하지 않은 장애,132
202112,울산광역시,울주군,심장,심하지 않은 장애,6
202112,울산광역시,울주군,호흡기,심하지 않은 장애,5
202112,울산광역시,울주군,간,심하지 않은 장애,74
202112,울산광역시,울주군,안면,심하지 않은 장애,3
202112,울산광역시,울주군,장루.요루,심하지 않은 장애,49
202112,울산광역시,울주군,뇌전증,심하지 않은 장애,18
202112,세종특별자치시,세종특별자치시,지체,심한 장애,1169
202112,세종특별자치시,세종특별자치시,시각,심한 장애,164
202112,세종특별자치시,세종특별자치시,청각,심한 장애,431
202112,세종특별자치시,세종특별자치시,언어,심한 장애,45
202112,세종특별자치시,세종특별자치시,지적,심한 장애,1148
202112,세종특별자치시,세종특별자치시,뇌병변,심한 장애,685
202112,세종특별자치시,세종특별자치시,자폐성,심한 장애,230
202112,세종특별자치시,세종특별자치시,정신,심한 장애,454
202112,세종특별자치시,세종특별자치시,신장,심한 장애,321
202112,세종특별자치시,세종특별자치시,심장,심한 장애,15
202112,세종특별자치시,세종특별자치시,호흡기,심한 장애,51
202112,세종특별자치시,세종특별자치시,간,심한 장애,3
202112,세종특별자치시,세종특별자치시,안면,심한 장애,8
202112,세종특별자치시,세종특별자치시,장루.요루,심한 장애,4
202112,세종특별자치시,세종특별자치시,뇌전증,심한 장애,4
202112,세종특별자치시,세종특별자치시,지체,심하지 않은 장애,4674
202112,세종특별자치시,세종특별자치시,시각,심하지 않은 장애,1053
202112,세종특별자치시,세종특별자치시,청각,심하지 않은 장애,1349
202112,세종특별자치시,세종특별자치시,언어,심하지 않은 장애,68
202112,세종특별자치시,세종특별자치시,뇌병변,심하지 않은 장애,444
202112,세종특별자치시,세종특별자치시,신장,심하지 않은 장애,128
202112,세종특별자치시,세종특별자치시,심장,심하지 않은 장애,8
202112,세종특별자치시,세종특별자치시,호흡기,심하지 않은 장애,5
202112,세종특별자치시,세종특별자치시,간,심하지 않은 장애,66
202112,세종특별자치시,세종특별자치시,안면,심하지 않은 장애,5
202112,세종특별자치시,세종특별자치시,장루.요루,심하지 않은 장애,76
202112,세종특별자치시,세종특별자치시,뇌전증,심하지 않은 장애,22
202112,경기도,수원시,지체,심한 장애,3715
202112,경기도,수원시,시각,심한 장애,767
202112,경기도,수원시,청각,심한 장애,1473
202112,경기도,수원시,언어,심한 장애,210
202112,경기도,수원시,지적,심한 장애,3443
202112,경기도,수원시,뇌병변,심한 장애,2542
202112,경기도,수원시,자폐성,심한 장애,783
202112,경기도,수원시,정신,심한 장애,1557
202112,경기도,수원시,신장,심한 장애,1521
202112,경기도,수원시,심장,심한 장애,58
202112,경기도,수원시,호흡기,심한 장애,153
202112,경기도,수원시,간,심한 장애,7
202112,경기도,수원시,안면,심한 장애,25
202112,경기도,수원시,장루.요루,심한 장애,23
202112,경기도,수원시,뇌전증,심한 장애,29
202112,경기도,수원시,지체,심하지 않은 장애,15891
202112,경기도,수원시,시각,심하지 않은 장애,3715
202112,경기도,수원시,청각,심하지 않은 장애,4541
202112,경기도,수원시,언어,심하지 않은 장애,238
202112,경기도,수원시,뇌병변,심하지 않은 장애,1676
202112,경기도,수원시,정신,심하지 않은 장애,5
202112,경기도,수원시,신장,심하지 않은 장애,480
202112,경기도,수원시,심장,심하지 않은 장애,13
202112,경기도,수원시,호흡기,심하지 않은 장애,7
202112,경기도,수원시,간,심하지 않은 장애,253
202112,경기도,수원시,안면,심하지 않은 장애,21
202112,경기도,수원시,장루.요루,심하지 않은 장애,274
